,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
246881,2016-03-14 21:50:09,Audi_A6_Avant_2.5_TDI,privat,Angebot,2640,test,kombi,2003,automatik,163,a6,150000,2,diesel,audi,nein,2016-03-14 00:00:00,0,25719,2016-04-02 15:18:48
68269,2016-03-25 18:50:00,Mercedes_Benz_C_220_T_CDI_Avantgarde,privat,Angebot,6000,test,kombi,2005,manuell,150,c_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-25 00:00:00,0,85368,2016-03-27 06:45:48
322875,2016-03-10 15:38:37,Volkswagen_New_Beetle_2.0,privat,Angebot,1200,test,limousine,1999,manuell,116,beetle,150000,2,benzin,volkswagen,nein,2016-03-10 00:00:00,0,40668,2016-03-24 19:46:20
62398,2016-03-29 11:57:43,Opel_Astra_Twin_Top_Sonderedition_111_Jahre_Cabrio_54.000km,privat,Angebot,10500,test,,2017,manuell,140,astra,60000,12,,opel,,2016-03-29 00:00:00,0,60488,2016-04-07 11:46:01
131463,2016-03-29 15:37:02,Passat_3C_2_0L_TDI_170_Ps,privat,Angebot,11500,control,kombi,2007,manuell,170,passat,125000,4,diesel,volkswagen,nein,2016-03-29 00:00:00,0,37124,2016-04-06 02:15:48
8704,2016-04-01 12:54:33,Chrysler_Voyager__Grand_TÜV_bis_0716,privat,Angebot,350,test,bus,1997,,0,,5000,12,diesel,chrysler,ja,2016-04-01 00:00:00,0,39307,2016-04-07 10:15:54
20441,2016-04-02 21:38:29,Soda_Oktaven_1.6_GLX,privat,Angebot,1799,test,limousine,1999,manuell,75,octavia,150000,6,benzin,skoda,nein,2016-04-02 00:00:00,0,49479,2016-04-06 22:16:16
308735,2016-03-19 21:54:51,Golf_4_TDI_1.9,privat,Angebot,900,control,limousine,1999,manuell,90,golf,150000,12,diesel,volkswagen,nein,2016-03-19 00:00:00,0,53894,2016-03-19 23:42:48
287436,2016-04-01 19:47:12,Seat_Ibiza_1.4_16V_Style_Viva___Wenig_Kilometer!!,privat,Angebot,9200,control,,2017,manuell,86,ibiza,40000,12,,seat,nein,2016-04-01 00:00:00,0,95182,2016-04-05 16:44:40
1761,2016-03-11 22:51:40,Opel_Corsa_c_TÜV_10_/_17_top_Auto,privat,Angebot,1750,control,kleinwagen,2003,manuell,54,corsa,150000,12,,opel,nein,2016-03-11 00:00:00,0,26427,2016-03-17 18:18:51
292663,2016-03-26 14:54:59,Verkaufe_oder_tausche,privat,Angebot,2800,control,limousine,2002,manuell,166,6_reihe,150000,0,,mazda,ja,2016-03-26 00:00:00,0,3042,2016-03-31 10:47:33
350331,2016-03-19 12:38:18,Honda_Civic_1.4i_LS,privat,Angebot,3490,test,limousine,2004,manuell,90,civic,100000,3,benzin,honda,nein,2016-03-19 00:00:00,0,67319,2016-04-06 16:16:39
273192,2016-03-23 21:48:38,Fiat_Panda_/_Unfallfrei_/_1._Hand_/_Zahnriemen_neu,privat,Angebot,1500,test,kleinwagen,2009,manuell,60,panda,150000,8,benzin,fiat,nein,2016-03-21 00:00:00,0,14129,2016-03-25 11:16:21
298511,2016-03-14 14:45:49,Seat_Leon_1.2_tsi,privat,Angebot,8990,control,,2017,manuell,105,leon,80000,11,,seat,nein,2016-03-14 00:00:00,0,57399,2016-03-31 00:47:29
231901,2016-03-26 14:59:19,Vw_golf_1.6sr_mit_schiebedach,privat,Angebot,1250,control,limousine,1998,manuell,101,golf,150000,6,benzin,volkswagen,,2016-03-26 00:00:00,0,50321,2016-04-06 02:46:35
157743,2016-03-12 14:47:47,Citroen_Xsara_Coupe_ohne_TÜV_an_Bastler,privat,Angebot,300,test,coupe,1997,manuell,90,andere,150000,0,benzin,citroen,nein,2016-03-12 00:00:00,0,57413,2016-04-07 01:17:04
310288,2016-03-12 19:39:48,Passat_2.0_TDI_DPF_4Motion_SPORTLINE_VOLL,privat,Angebot,4000,test,limousine,2007,manuell,140,passat,150000,10,diesel,volkswagen,,2016-03-12 00:00:00,0,42719,2016-03-12 19:39:48
363500,2016-03-20 13:59:05,Nissan_Micra,privat,Angebot,2700,test,kleinwagen,2005,manuell,65,micra,125000,6,benzin,nissan,nein,2016-03-20 00:00:00,0,35066,2016-04-06 17:16:05
188416,2016-03-21 19:23:17,Verkaufe_gepflegten_Audi_A3_Baujahr_4/2006,privat,Angebot,5490,test,,2017,manuell,102,a3,150000,4,benzin,audi,nein,2016-03-21 00:00:00,0,35708,2016-04-02 12:18:09
82537,2016-03-07 21:52:41,Ford_Galaxy_2.0___116_PS___Tuev_12/2017___Gruene_Plakette,privat,Angebot,1790,control,bus,2002,manuell,116,galaxy,150000,11,benzin,ford,nein,2016-03-07 00:00:00,0,97941,2016-03-31 11:17:05
366186,2016-04-02 23:54:31,Volkswagen_Touran_2.0_TDI_DPF_Highline,privat,Angebot,8875,test,bus,2008,manuell,140,touran,150000,11,diesel,volkswagen,nein,2016-04-02 00:00:00,0,85764,2016-04-07 07:16:21
111376,2016-03-29 20:54:59,Volkswagen_Golf_1.6_Joker,privat,Angebot,1150,test,limousine,1997,manuell,75,golf,150000,5,benzin,volkswagen,nein,2016-03-29 00:00:00,0,90518,2016-03-29 20:54:59
224768,2016-03-10 09:58:01,Audi_Tt_Roadster_Sommerfahrzeug,privat,Angebot,6500,test,,2018,manuell,150,tt,150000,3,,audi,nein,2016-03-10 00:00:00,0,89547,2016-04-02 09:45:55
95067,2016-04-01 18:55:52,BMW_316i,privat,Angebot,1000,control,coupe,1994,manuell,102,3er,150000,7,benzin,bmw,nein,2016-04-01 00:00:00,0,12099,2016-04-05 14:47:19
165616,2016-04-05 12:45:08,Peugeot_807_HDi_130_NAVTECH_ON_BOARD,privat,Angebot,3650,test,bus,2004,manuell,128,andere,150000,3,diesel,peugeot,nein,2016-04-05 00:00:00,0,85764,2016-04-05 12:45:08
32010,2016-03-17 19:54:10,Mitsubishi_Colt_1.3_/_Tuev_10.2017_/_Klima,privat,Angebot,1500,control,limousine,2000,manuell,82,colt,80000,10,benzin,mitsubishi,nein,2016-03-17 00:00:00,0,47533,2016-03-19 20:18:09
240022,2016-03-24 17:57:45,Nissan_Primera_1.6_SLX_TÜV_BIS_01/17,privat,Angebot,580,control,limousine,1996,manuell,90,primera,150000,10,benzin,nissan,nein,2016-03-24 00:00:00,0,1324,2016-04-07 11:16:26
110146,2016-03-21 11:51:58,CHEVI___PICKUP___LKW_Zulassung,privat,Angebot,3500,control,suv,2000,automatik,0,andere,5000,0,benzin,chevrolet,nein,2016-03-21 00:00:00,0,63739,2016-04-06 06:45:13
33307,2016-03-15 21:40:33,BMW_E91_diesel_touring_sehr_guter_Zustand,privat,Angebot,10999,control,kombi,2010,manuell,143,3er,150000,10,diesel,bmw,nein,2016-03-15 00:00:00,0,26127,2016-03-24 13:45:40
358351,2016-03-17 17:59:19,Bmw_525i_E60_5ER,privat,Angebot,6000,control,limousine,2004,automatik,197,5er,150000,4,benzin,bmw,ja,2016-03-17 00:00:00,0,47229,2016-03-19 18:18:18
219714,2016-03-17 21:48:21,Volkswagen_Golf,privat,Angebot,4350,test,kleinwagen,2004,manuell,75,golf,125000,8,benzin,volkswagen,nein,2016-03-17 00:00:00,0,48165,2016-04-07 12:17:05
58843,2016-03-29 18:41:54,Volkswagen_Golf_1.9_TDI_DPF_Tour,privat,Angebot,6900,control,limousine,2007,manuell,105,golf,150000,1,diesel,volkswagen,nein,2016-03-29 00:00:00,0,53332,2016-03-29 18:41:54
189915,2016-03-18 19:06:22,Mercedes_Benz_SLK_250_CDI___7G_TRONIC,privat,Angebot,31000,test,cabrio,2013,automatik,204,slk,30000,8,diesel,mercedes_benz,nein,2016-03-18 00:00:00,0,63329,2016-04-06 11:17:36
248416,2016-03-26 12:56:59,Audi_A3,privat,Angebot,1399,control,limousine,1998,manuell,101,a3,150000,3,benzin,audi,nein,2016-03-26 00:00:00,0,72359,2016-03-26 12:56:59
261389,2016-04-02 17:58:49,MINI_Mini_Cooper_S_Unikat_absolute_Vollausstattung,privat,Angebot,6299,control,kleinwagen,2004,manuell,170,cooper,150000,9,benzin,mini,nein,2016-04-02 00:00:00,0,85521,2016-04-06 17:18:11
62359,2016-03-15 13:54:01,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_Cup_Sport_&_Style,privat,Angebot,25900,control,suv,2014,manuell,140,tiguan,30000,2,diesel,volkswagen,nein,2016-03-15 00:00:00,0,26624,2016-04-06 03:16:12
308654,2016-03-30 21:45:49,VW_Polo_6n_mit_RestTÜV_bis_11/16,privat,Angebot,300,test,kleinwagen,1995,manuell,75,polo,150000,0,benzin,volkswagen,,2016-03-30 00:00:00,0,91575,2016-04-05 11:49:35
303805,2016-03-19 07:54:57,Opel_zafira_1_6_7_sitze_TÜV_7_2016_voll_fahrbereit_Klima,privat,Angebot,850,control,limousine,1999,manuell,116,zafira,150000,10,benzin,opel,nein,2016-03-19 00:00:00,0,59423,2016-04-06 06:16:38
280988,2016-03-11 00:52:51,Citroën_Berlingo_1.6_HDi_110_FAP_Multispace_Exclusive,privat,Angebot,9950,test,bus,2011,manuell,111,berlingo,70000,7,diesel,citroen,nein,2016-03-10 00:00:00,0,53639,2016-03-11 07:39:52
260078,2016-03-12 13:49:41,Suche_kleinbus,privat,Angebot,1,control,,1995,,0,transporter,5000,0,,volkswagen,,2016-03-12 00:00:00,0,9306,2016-03-30 07:18:12
236291,2016-03-05 22:51:08,Ford_Mondeo_2.0_Turnier_TDCi_Trend,privat,Angebot,1600,control,kombi,2002,manuell,131,mondeo,150000,6,diesel,ford,nein,2016-03-05 00:00:00,0,45475,2016-04-05 11:50:18
257593,2016-03-22 09:56:20,VW_Polo_86c_Winterauto,privat,Angebot,500,test,,2017,manuell,54,polo,150000,9,,volkswagen,,2016-03-22 00:00:00,0,31234,2016-04-05 21:48:05
336084,2016-03-27 14:57:06,Infiniti_FX30d_AWD_Aut._S_Premium,privat,Angebot,31900,control,suv,2011,automatik,238,,50000,12,diesel,sonstige_autos,nein,2016-03-27 00:00:00,0,41541,2016-04-07 11:45:23
342054,2016-03-26 02:52:19,WV_LUPO_1.4_TÜV_BIS_04.2017,privat,Angebot,1099,test,limousine,2001,manuell,0,lupo,150000,4,benzin,volkswagen,nein,2016-03-25 00:00:00,0,13355,2016-03-29 09:16:15
150401,2016-04-03 14:56:33,Renault_Twingo_1.2_Benzin_E.Fenster_E.Spiegel_Klima_Servo_TÜV_Neu,privat,Angebot,990,test,kleinwagen,1999,manuell,55,twingo,150000,5,benzin,renault,nein,2016-04-03 00:00:00,0,13599,2016-04-05 14:15:43
313833,2016-03-12 15:44:28,Opel_Corsa_B_Ersatzteilspender_bastler,privat,Angebot,0,control,,2000,,0,corsa,150000,5,,opel,,2016-03-12 00:00:00,0,66773,2016-03-15 20:46:41
299212,2016-04-04 11:48:57,Blauer_laguna_2,privat,Angebot,1100,control,kombi,2002,manuell,120,laguna,150000,8,diesel,renault,nein,2016-04-04 00:00:00,0,33659,2016-04-06 12:46:53
360522,2016-03-14 08:55:56,Nissan__Primera_voll_fahrbereit_mit_TÜV____Klima,privat,Angebot,1250,test,,2018,manuell,80,primera,125000,6,,nissan,nein,2016-03-14 00:00:00,0,18106,2016-03-23 10:15:39
252514,2016-03-12 15:37:43,A3_1.9TDI_Leder,privat,Angebot,2400,control,limousine,2004,manuell,0,a3,150000,9,diesel,audi,,2016-03-12 00:00:00,0,51065,2016-03-12 15:37:43
130093,2016-03-31 16:40:37,Gut_erhaltener_Mazda_mit_neuem_TÜV,privat,Angebot,1499,control,limousine,1998,manuell,88,3_reihe,125000,12,benzin,mazda,,2016-03-31 00:00:00,0,24116,2016-04-06 09:44:25
181450,2016-04-05 12:37:42,BMW_420i_Coupe,privat,Angebot,29500,test,coupe,2015,manuell,185,andere,10000,7,benzin,bmw,nein,2016-04-05 00:00:00,0,82319,2016-04-05 12:37:42
344872,2016-03-24 18:56:05,T4_Hochdach_/_langer_Radstand,privat,Angebot,3500,test,bus,2001,manuell,0,transporter,150000,0,diesel,volkswagen,,2016-03-24 00:00:00,0,1683,2016-04-05 10:18:25
52931,2016-03-19 19:52:34,Renault_Twingo_1.2_16V_gepflegt_150000km_TÜV_6/2017_Servo_Zv,privat,Angebot,999,control,kleinwagen,2001,manuell,75,twingo,150000,3,benzin,renault,nein,2016-03-19 00:00:00,0,46045,2016-03-25 17:54:43
98821,2016-03-26 19:46:24,Volkswagen_Golf_Variant_2.0_TDI_DPF_17_Zoll_Style,privat,Angebot,9699,control,kombi,2012,manuell,140,golf,150000,1,diesel,volkswagen,nein,2016-03-26 00:00:00,0,89075,2016-04-06 09:45:13
66577,2016-03-22 20:56:28,Volkswagen_Passat_CC_2.0_TSI_DSG_R_Line/_Panorama/_ACC,privat,Angebot,19499,control,coupe,2011,automatik,211,passat,70000,5,benzin,volkswagen,nein,2016-03-22 00:00:00,0,23795,2016-04-06 16:16:54
219767,2016-03-08 07:55:59,BMW_523i_Super_Zustand_151_TKm,privat,Angebot,1599,test,limousine,1996,manuell,170,5er,150000,4,benzin,bmw,nein,2016-03-08 00:00:00,0,9130,2016-04-06 06:46:38
324206,2016-03-05 14:09:22,Volkswagen_Der_Fuerhling_kommt_..._Golf_Cabrio_2.0_sportlich,privat,Angebot,4500,test,cabrio,2003,manuell,116,golf,150000,1,benzin,volkswagen,nein,2016-03-04 00:00:00,0,61348,2016-04-05 19:17:54
158039,2016-03-17 17:47:07,Tausche_schrottwagen_gegen_e93_oder_andere_Cabriolet_ab_2006,privat,Angebot,0,control,limousine,2005,manuell,0,,150000,5,benzin,sonstige_autos,nein,2016-03-17 00:00:00,0,12347,2016-03-17 17:47:07
64110,2016-03-08 17:48:08,VW_PASSAT_3BG_1.6_MODELL_2003_EURO_4,privat,Angebot,1950,control,kombi,2002,manuell,102,passat,150000,11,benzin,volkswagen,nein,2016-03-08 00:00:00,0,12049,2016-03-12 17:16:44
179964,2016-03-05 14:53:54,Mazda_323_F,privat,Angebot,700,control,limousine,1995,manuell,114,3_reihe,150000,10,benzin,mazda,nein,2016-03-05 00:00:00,0,56567,2016-03-17 15:18:17
321762,2016-03-25 12:49:01,Peugeot_306_/_Stoppelfeldrenner_/_Renner_/_Stockcar_/_Spassmobil,privat,Angebot,600,test,kleinwagen,1997,manuell,75,3_reihe,150000,12,benzin,peugeot,,2016-03-25 00:00:00,0,88477,2016-04-06 13:46:47
57291,2016-03-19 08:53:46,Golf3_diesel_1_9l__t3_bus_motor,privat,Angebot,350,test,limousine,1996,manuell,75,golf,150000,10,diesel,volkswagen,,2016-03-19 00:00:00,0,39576,2016-03-19 09:45:52
124743,2016-03-31 10:36:19,BMW_335i_Aut.,privat,Angebot,19500,control,limousine,2008,automatik,306,3er,125000,11,benzin,bmw,nein,2016-03-31 00:00:00,0,22305,2016-04-04 03:18:00
350351,2016-03-12 22:52:27,Fiat_Punto_Tuev_Neu,privat,Angebot,950,control,kleinwagen,2000,manuell,60,punto,150000,2,benzin,fiat,,2016-03-12 00:00:00,0,50321,2016-03-20 07:45:45
308886,2016-03-27 22:53:15,Audi_A6_Avant_3.0_TFSI_quattro_Navi_Bose_Leder_P,privat,Angebot,33750,test,kombi,2012,automatik,300,a6,70000,1,benzin,audi,nein,2016-03-27 00:00:00,0,89250,2016-04-06 01:15:27
354309,2016-03-10 17:45:51,Mercedes_Benz_C_Klasse_220_CDi_T_DPF_Eleganse,privat,Angebot,2600,control,kombi,2003,automatik,150,c_klasse,150000,0,diesel,mercedes_benz,ja,2016-03-10 00:00:00,0,40597,2016-03-14 15:46:24
370041,2016-03-21 09:54:10,Renault_Scenic_2.0_16V_RXi_139_PS,privat,Angebot,1000,control,bus,2001,automatik,139,scenic,150000,1,benzin,renault,nein,2016-03-21 00:00:00,0,86316,2016-04-06 02:45:33
134894,2016-03-15 18:46:32,mehrere_Kleinwagen_mit_Tuev_neu_ab_950__,privat,Angebot,950,control,kleinwagen,1998,manuell,50,golf,150000,8,benzin,volkswagen,,2016-03-15 00:00:00,0,26670,2016-03-17 14:18:02
234571,2016-03-12 12:56:37,Bmw_525tds_Kombi_mit_Anhaenger_Kupplung!!!,privat,Angebot,650,test,kombi,1998,automatik,143,5er,150000,1,diesel,bmw,ja,2016-03-12 00:00:00,0,34326,2016-03-19 10:45:54
271186,2016-03-21 01:59:03,Mercedes_Benz_E280_Avantgarde_1Hand_Automatic_Leder_Shz_Neu_Tuev,privat,Angebot,1999,test,limousine,2001,automatik,204,e_klasse,150000,12,benzin,mercedes_benz,,2016-03-21 00:00:00,0,70839,2016-03-23 19:20:11
348946,2016-03-19 09:51:41,Astra_fahrbereit,privat,Angebot,699,test,kleinwagen,1996,manuell,0,astra,150000,5,benzin,opel,nein,2016-03-19 00:00:00,0,27753,2016-03-19 10:40:55
229065,2016-03-06 14:21:47,Volkswagen_Touran_1.9_TDI_DPF_United,privat,Angebot,9700,control,bus,2008,manuell,105,touran,100000,12,diesel,volkswagen,nein,2016-03-06 00:00:00,0,61440,2016-03-15 16:44:34
158083,2016-03-08 13:45:39,TAUSCHE_BMW_E46_320i,privat,Angebot,2250,control,,1998,manuell,150,3er,150000,5,,bmw,nein,2016-03-08 00:00:00,0,66679,2016-03-09 20:45:59
8396,2016-03-13 18:52:47,BMW_116d,privat,Angebot,15499,test,limousine,2013,manuell,116,1er,60000,4,diesel,bmw,nein,2016-03-13 00:00:00,0,22177,2016-04-06 18:15:32
8968,2016-03-06 14:38:34,Volkswagen_Golf_V_GTI_NOTVERKAUF,privat,Angebot,8250,control,limousine,2006,manuell,200,golf,150000,9,benzin,volkswagen,nein,2016-03-06 00:00:00,0,27383,2016-03-14 21:16:49
340194,2016-04-05 04:51:42,Ford_Fiesta_weiss,privat,Angebot,1250,control,kleinwagen,2001,manuell,50,fiesta,150000,7,benzin,ford,,2016-04-05 00:00:00,0,65929,2016-04-05 12:27:55
135366,2016-04-05 08:55:22,Ford_Focus_C_Max_2_0_tdci_dpf_Ghia,privat,Angebot,3499,test,bus,2004,manuell,136,c_max,150000,8,diesel,ford,nein,2016-04-05 00:00:00,0,52525,2016-04-05 09:46:04
333814,2016-03-29 22:37:32,Nissan_Qashqai_1.6_360__AHK_18ZOLL,privat,Angebot,15490,test,suv,2013,manuell,117,qashqai,30000,7,benzin,nissan,nein,2016-03-29 00:00:00,0,44287,2016-04-06 11:47:13
239700,2016-03-09 10:52:09,Volkswagen_Touran_1.9_TDI_Trendline,privat,Angebot,4900,control,bus,2004,manuell,105,touran,150000,6,diesel,volkswagen,nein,2016-03-09 00:00:00,0,92318,2016-04-05 15:17:02
339765,2016-03-09 13:56:09,Volvo_S60_D5,privat,Angebot,3500,control,limousine,2003,automatik,163,s60,150000,10,diesel,volvo,nein,2016-03-09 00:00:00,0,51109,2016-03-09 14:42:37
126991,2016-03-15 17:52:28,Ford_Focus_zu_verkaufen,privat,Angebot,1000,control,kombi,1999,manuell,119,focus,150000,12,benzin,ford,nein,2016-03-15 00:00:00,0,31789,2016-03-22 21:48:06
178614,2016-03-24 21:00:30,BMW_X6_xDrive35d_HeadUp_Kamera_MPaket_F1_BlackEditio,privat,Angebot,24999,test,limousine,2008,automatik,349,x_reihe,150000,1,diesel,bmw,nein,2016-03-24 00:00:00,0,44135,2016-03-30 23:45:59
31012,2016-03-23 20:57:14,BMW_523i_Automatik__Navi__Leder__AHK__LPG_Gas,privat,Angebot,1700,test,limousine,1999,automatik,170,3er,150000,9,lpg,bmw,nein,2016-03-23 00:00:00,0,97762,2016-03-23 21:43:30
39585,2016-03-22 17:43:44,Renault_Espace_Automatik_Getriebe_Defekt,privat,Angebot,0,control,bus,1999,automatik,190,espace,150000,12,benzin,renault,ja,2016-03-22 00:00:00,0,52445,2016-03-22 17:43:44
267869,2016-03-13 19:36:37,Volkswagen_VW_Golf_4_1_6l,privat,Angebot,850,control,kleinwagen,2001,manuell,105,golf,150000,1,benzin,volkswagen,nein,2016-03-13 00:00:00,0,83629,2016-03-30 05:15:54
180785,2016-03-30 16:38:44,Opel_Astra_1.6_CDTI_DPF_ecoFLEX_Sports_TourerStar...,privat,Angebot,15950,test,kombi,2015,manuell,136,astra,30000,3,diesel,opel,nein,2016-03-30 00:00:00,0,36151,2016-04-07 07:15:51
12813,2016-04-05 22:36:37,Auto_VW_Passat_Diesel_1.9_TDI_110Ps_TÜV_3/18_AHK_1998_LESEN,privat,Angebot,900,control,kombi,1998,,110,passat,150000,6,diesel,volkswagen,ja,2016-04-05 00:00:00,0,30900,2016-04-05 22:36:37
292146,2016-04-04 15:54:02,Polo_6N_mit_neu_tuev,privat,Angebot,1200,test,kleinwagen,1998,manuell,44,polo,150000,2,,volkswagen,,2016-04-04 00:00:00,0,57645,2016-04-05 12:09:12
327764,2016-03-07 19:44:40,BMW_318_Ci_Aut.,privat,Angebot,9900,control,cabrio,2006,automatik,150,3er,150000,2,benzin,bmw,nein,2016-03-07 00:00:00,0,82178,2016-04-07 09:45:53
5876,2016-04-04 19:38:34,Opel_Corsa_1.0_12V_Edition,privat,Angebot,5800,test,kleinwagen,2009,manuell,60,corsa,60000,4,benzin,opel,nein,2016-04-04 00:00:00,0,58256,2016-04-06 21:45:25
202342,2016-03-27 13:44:04,Nissan_GT_R_Black_Edition_Kamera_Navi,privat,Angebot,62500,test,coupe,2011,automatik,530,andere,60000,4,benzin,nissan,nein,2016-03-27 00:00:00,0,30179,2016-04-07 09:16:19
222279,2016-03-11 20:58:29,OPEL_Meriva,privat,Angebot,5000,control,bus,2007,manuell,90,meriva,90000,11,benzin,opel,nein,2016-03-11 00:00:00,0,91541,2016-03-20 09:20:23
104750,2016-03-09 20:53:56,Opel_Corsa_B_Teile,privat,Angebot,0,test,kleinwagen,1992,manuell,45,corsa,5000,2,benzin,opel,nein,2016-03-09 00:00:00,0,28327,2016-03-15 10:17:32
8039,2016-03-23 22:53:35,Opel_Astra_Twin_Top_1.9_CDTI_Cosmo_/_DPF__Service_NEU,privat,Angebot,8000,test,cabrio,2007,manuell,150,astra,125000,2,diesel,opel,nein,2016-03-23 00:00:00,0,38524,2016-04-06 15:17:28
157568,2016-03-17 07:56:24,Kofferraumwanne_sehr_schoen,privat,Angebot,10,control,,2000,,0,focus,5000,0,,ford,,2016-03-17 00:00:00,0,64750,2016-04-06 05:16:29
79410,2016-03-19 17:49:09,Mercedes_Benz_C_250_TD_Esprit,privat,Angebot,1850,control,limousine,1997,automatik,150,c_klasse,150000,5,diesel,mercedes_benz,nein,2016-03-19 00:00:00,0,53945,2016-04-07 04:44:40
318807,2016-03-17 00:59:15,Volkswagen_Golf_1.6_Goal,privat,Angebot,4950,test,limousine,2006,manuell,102,golf,150000,7,benzin,volkswagen,nein,2016-03-16 00:00:00,0,26835,2016-04-06 02:17:36
333969,2016-04-03 16:41:36,Polo_zu_verkaufen_3_Tuere,privat,Angebot,820,control,,2017,,75,polo,150000,0,,volkswagen,nein,2016-04-03 00:00:00,0,46395,2016-04-03 16:41:36
135472,2016-03-11 19:51:19,Audi_A2_1.4_Silber_viele_Neuteile....!!!!!!!,privat,Angebot,3200,test,kleinwagen,2000,manuell,75,a2,150000,5,benzin,audi,nein,2016-03-11 00:00:00,0,58840,2016-03-12 10:17:58
299052,2016-03-16 12:55:38,Opel_Corsa_1.0_Steuerkette_TÜV,privat,Angebot,1299,test,kleinwagen,2003,manuell,58,corsa,150000,3,benzin,opel,nein,2016-03-16 00:00:00,0,24114,2016-03-16 13:42:25
79378,2016-03-23 05:36:28,Peugeot_406_Break_Premium_Avantage,privat,Angebot,3200,test,kombi,2003,manuell,136,4_reihe,150000,5,benzin,peugeot,nein,2016-03-23 00:00:00,0,79108,2016-04-07 04:46:26
369194,2016-04-04 18:57:08,2_citroen_saxos_einer_hat_noch_tuev_bis_mai_17,privat,Angebot,400,test,kleinwagen,1998,manuell,60,andere,150000,12,benzin,citroen,ja,2016-04-04 00:00:00,0,17159,2016-04-06 21:16:29
64984,2016-03-11 18:52:23,Vw_T2a_Westfalia_Karosse_Bj.70_rollbar_auf_Achsen__Tueren_klappen,privat,Angebot,1899,test,bus,1970,,0,transporter,150000,0,benzin,volkswagen,,2016-03-11 00:00:00,0,41179,2016-03-23 17:17:21
176566,2016-03-08 20:49:46,Volkswagen_Passat_Variant,privat,Angebot,2000,control,kombi,1998,automatik,125,passat,150000,2,benzin,volkswagen,nein,2016-03-08 00:00:00,0,56843,2016-04-05 21:15:42
3326,2016-03-05 16:45:19,Passat_Variant_2.5_TDI_Highline_Automatik_Tiefer,privat,Angebot,5900,control,kombi,2001,automatik,150,passat,150000,8,diesel,volkswagen,nein,2016-03-05 00:00:00,0,38539,2016-03-09 21:18:40
260754,2016-03-25 18:49:31,Citroën_saxo_1.1_tonik_Silber,privat,Angebot,1000,test,,2016,,60,andere,5000,6,,citroen,nein,2016-03-25 00:00:00,0,58675,2016-03-25 18:49:31
174515,2016-03-29 00:36:21,Porsche_Carrera_4S_PDK_Sportabgas_50_Jahre_Sport_Chrono,privat,Angebot,108500,test,cabrio,2013,automatik,400,911,30000,11,benzin,porsche,nein,2016-03-29 00:00:00,0,42929,2016-04-05 17:26:05
176093,2016-04-01 10:38:56,Unfallwagen_Ford_Focus_zum_Verkauf_oder_Tausch_gegen_Muenzen,privat,Angebot,500,control,limousine,1999,automatik,75,focus,20000,10,benzin,ford,ja,2016-04-01 00:00:00,0,38440,2016-04-01 10:38:56
286280,2016-04-02 23:53:48,Renault_Clio*_TÜV&AU_NEU_04_2018*Kein_Rost*Wenig_KM*Scheckheft,privat,Angebot,799,test,kleinwagen,1997,manuell,218,clio,125000,12,benzin,renault,nein,2016-04-02 00:00:00,0,6686,2016-04-07 07:16:15
240771,2016-03-27 13:58:31,Opel_Corsa_Swing,privat,Angebot,1390,test,kleinwagen,1993,manuell,60,corsa,125000,11,benzin,opel,nein,2016-03-27 00:00:00,0,40229,2016-04-07 09:46:31
370989,2016-03-31 13:52:53,Nissan_Micra_1.0,privat,Angebot,1499,control,kleinwagen,1999,manuell,54,micra,80000,3,benzin,nissan,nein,2016-03-31 00:00:00,0,32825,2016-04-06 07:15:55
322368,2016-03-19 13:53:15,Golf_Kombi_1.6_TDI_Highline,privat,Angebot,4200,test,kombi,2011,,0,golf,125000,11,diesel,volkswagen,nein,2016-03-19 00:00:00,0,51399,2016-03-19 13:53:15
169787,2016-03-17 18:36:45,Ford_Mondeo_3.0_V6_ST_220,privat,Angebot,6800,control,limousine,2005,manuell,226,mondeo,150000,5,benzin,ford,nein,2016-03-17 00:00:00,0,66578,2016-03-17 18:36:45
35689,2016-03-25 14:47:06,Vw_Polo_N6_TÜV_bis_08.2016,privat,Angebot,400,control,kleinwagen,1997,manuell,60,polo,150000,4,benzin,volkswagen,,2016-03-25 00:00:00,0,13585,2016-04-06 17:46:43
50599,2016-03-29 18:49:52,Bastlerfahrzeug,privat,Angebot,350,control,kombi,1998,,136,omega,150000,5,benzin,opel,,2016-03-29 00:00:00,0,48308,2016-03-29 18:49:52
56688,2016-04-04 13:52:03,Mercedes_Sprinter_316_aus__2012__Lang/Hoch_Motorschaden._1.Hand,privat,Angebot,0,control,andere,2012,manuell,0,sprinter,150000,0,diesel,mercedes_benz,,2016-04-04 00:00:00,0,86971,2016-04-06 15:16:35
238647,2016-03-21 18:58:37,MINI_Mini_Cooper_Cabrio,privat,Angebot,16950,test,cabrio,2012,manuell,122,cooper,60000,3,benzin,mini,nein,2016-03-21 00:00:00,0,34246,2016-04-06 21:16:52
288097,2016-03-05 17:44:28,Renault_Megane_1.6_RT,privat,Angebot,850,test,limousine,1998,manuell,75,megane,150000,3,benzin,renault,nein,2016-03-05 00:00:00,0,64283,2016-03-20 22:17:13
